eta,b,Fractal_D,Survival_Prob
0.1,1.4658711977588557,1.4953309155674366,2.3741950768205636e-06
0.11734693877551021,1.3640345388846429,1.4019932729472762,3.6631764202801434e-06
0.1346938775510204,1.2762639018699544,1.4446731528552943,5.6519585212299636e-06
0.1520408163265306,1.1991409921122806,1.4198583430699665,8.72046469208262e-06
0.16938775510204082,1.1303596481734801,1.467188074470152,1.3454871877076751e-05
0.18673469387755104,1.0682902615689058,1.3997065658721868,2.0759571685568783e-05
0.20408163265306123,1.011738554519864,1.4509829574508848,3.202989306854662e-05
0.22142857142857142,0.9598031217709979,1.3662385171019706,4.941854235918626e-05
0.23877551020408164,0.9117868636917986,1.458789960035945,7.624656344122573e-05
0.2561224489795918,0.8671395580050189,1.3791264754472565,0.00011763709503442365
0.27346938775510204,0.8254192914999459,1.3994492249107735,0.00018149244439819227
0.2908163265306123,0.7862657750900336,1.5386482519448625,0.00027999982087980517
0.3081632653061225,0.7493814024200023,1.4886100873795292,0.00043195025376807357
0.32551020408163267,0.7145175028323854,1.4114969607084216,0.0006663062588183284
0.34285714285714286,0.6814641678501863,1.497967132623391,0.0010276821443226457
0.36020408163265305,0.6500425913363158,1.32777664899568,0.0015847419746284814
0.37755102040816324,0.6200992129984347,1.3496485375814868,0.002443020201053012
0.39489795918367343,0.591501178596883,1.379205688605924,0.003764379563700775
0.4122448979591836,0.5641327768518352,1.4072187855007046,0.0057962715468261265
0.4295918367346939,0.5378926112631276,1.3796476789534238,0.00891509940816943
0.4469387755102041,0.5126913321292266,1.4686440043274112,0.013688983785727108
0.4642857142857143,0.4884498006684287,1.4323085999973801,0.020965126240837358
0.4816326530612245,0.46509759006742013,1.4285366280321907,0.031983363636050595
0.4989795918367347,0.4425717518758361,1.4473074283946843,0.04850535184851375
0.5163265306122449,0.420815793302694,1.4822303804002255,0.07291935497054534
0.5336734693877551,0.3997788235735357,1.4505678116193947,0.1082238883012309
0.5510204081632653,0.3794148368823611,1.4569586493377238,0.15771358064691868
0.5683673469387756,0.3596821065211884,1.5619569989383537,0.22414611958110203
0.5857142857142857,0.3405426701223103,1.4518666406882343,0.3083184304950322
0.6030612244897959,0.32196189005002357,1.5435046243758876,0.40749778688642796
0.6204081632653061,0.3039080761491895,1.4051787231539132,0.514834235966249
0.6377551020408163,0.2863521605286692,1.5249797454673515,0.620819452406961
0.6551020408163265,0.26926741599764653,1.5023363600592727,0.7164055721627328
0.6724489795918367,0.2526292113069893,1.4506533438792508,0.7958206010793771
0.6897959183673469,0.23641479756919692,1.5520236347934295,0.8574228858190215
0.7071428571428571,0.2206031212090815,1.399450622492862,0.902711455129891
0.7244897959183673,0.20517465958611109,1.4552800512528412,0.9347098623016659
0.7418367346938776,0.1901112760687597,1.4303394714184252,0.9566888727174223
0.7591836734693878,0.17539609186232838,1.5362811640476073,0.9714945986322795
0.7765306122448979,0.16101337231861004,1.4977779870901846,0.9813377804460998
0.7938775510204081,0.14694842580718973,1.5373357399762533,0.9878246171721035
0.8112244897959183,0.13318751351880584,1.55437831970255,0.9920748910028904
0.8285714285714285,0.11971776881261725,1.4173366523512914,0.9948491839613824
0.8459183673469387,0.10652712492061474,1.467799975511841,0.9966555716550327
0.863265306122449,0.09360424999108925,1.4828315409739827,0.9978298423194008
0.8806122448979592,0.08093848859489366,1.4613559082544798,0.9985923941565279
0.8979591836734694,0.06851980893791523,1.4014598611737554,0.9990872449866967
0.9153061224489796,0.05633875512453808,1.4006066656466365,0.9994082316415173
0.9326530612244898,0.044386403903000346,1.4319183109097566,0.9996163809306089
0.95,0.03265432539698573,1.5166602822184292,0.9997513337640193
