base_error,width,power,trial,reson_factor,eff_error,mem_stab,cycle_score,T_int,I,success,fail_reason
0.06,0.05,4.0,2636,5.788540146481069e-09,0.066,0.8552060303943918,1.550916353718678,0.3767177881807169,3.3478160677513777,0,Genetic
0.06,0.05,4.0,2637,8.347103533350001e-11,0.066,0.8952907035659067,1.6066952500485165,0.38533955280498977,3.4139794796870317,0,Genetic
0.06,0.05,4.0,2638,0.9719146071669297,0.010052591067230955,0.8721329102178043,1.577477985247432,0.39339593407626045,3.288015893513433,1,None
0.06,0.05,4.0,2639,0.921428328530908,0.02080256577882503,0.886572440792443,1.5967710704984501,0.38321755233445687,3.415103801496745,1,None
0.06,0.05,4.0,2640,2.362416123275658e-10,0.066,0.9340967592256035,1.6846166718681048,0.38997358309925273,3.5799880694680786,0,Genetic
0.06,0.05,4.0,2641,0.8274732909267696,0.03660432215892519,0.8493333693133317,1.5458918559866879,0.37805598214283737,3.302606064424414,1,None
0.06,0.05,4.0,2642,0.004015062510079878,0.06599999998370566,0.9179729854214839,1.658860357289407,0.37901221965521736,3.613756354645768,0,Genetic
0.06,0.05,4.0,2643,0.9007760479280521,0.024720459049499894,0.8327217350470115,1.5151110636451905,0.38323064840509374,3.1835507177596654,1,None
0.06,0.05,4.0,2644,0.004311817308091458,0.0659999999783275,0.8132411381011444,1.482200738390509,0.37733370614921885,3.1578298749667226,0,Genetic
0.06,0.05,4.0,2645,2.79531063296245e-15,0.066,0.9192552478091557,1.661225263162391,0.386001099951902,3.5511974644025073,0,Genetic
0.06,0.05,4.0,2646,7.546512872927168e-10,0.066,0.8738240627359977,1.6016515571372567,0.3863311168960828,3.3964558403650766,0,Genetic
0.06,0.05,4.0,2647,0.4433525424387037,0.06357749682991427,0.8661169901821351,1.575742569721914,0.3774819409929858,3.4020579759028338,0,Genetic
0.06,0.05,4.0,2648,0.24552377469421977,0.06577215382080924,0.8739687712082113,1.5759954811474755,0.37456614598930077,3.4332433728803835,0,Genetic
0.06,0.05,4.0,2649,0.9974325668190683,0.003941436681055372,0.8888016489124758,1.6167038285381181,0.37340077573150043,3.5496674782721165,1,None
0.06,0.05,4.0,2650,0.9767534877606369,0.008930059010227502,0.8195487078924604,1.5012641425079296,0.37336646833193127,3.2467480374819484,1,None
0.06,0.05,4.0,2651,8.903981183102878e-06,0.066,0.872023713155028,1.6040299415192663,0.3809440252792773,3.4453784890342614,0,Genetic
0.06,0.05,4.0,2652,0.0007522423905067965,0.06599999999997992,0.8533301434660552,1.5440734763608424,0.37912687887081736,3.295834448361469,0,Genetic
0.06,0.05,4.0,2653,2.791232939487593e-08,0.066,0.8692185345278578,1.5773230181646303,0.37668636619866686,3.4140331008653266,0,Genetic
0.06,0.05,4.0,2654,0.00022782973091727175,0.06599999999999984,0.890766168478639,1.62461667991325,0.3848680296484172,3.461755420222897,0,Genetic
0.06,0.05,4.0,2655,6.636906588459834e-08,0.066,0.8890068564204734,1.6244802536410992,0.3768045082293767,3.5337578790992668,0,Genetic
0.06,0.05,4.0,2656,0.035218689124415274,0.06599990353710558,0.8518780173049099,1.5669188738048856,0.38378892161182143,3.326487865676835,0,Genetic
0.06,0.05,4.0,2657,0.6890456910199775,0.05186617773938643,0.9360725754831907,1.6978019299401783,0.3883784204049468,3.6216564670301525,0,Genetic
0.06,0.05,4.0,2658,0.6231176509993571,0.056547476724285686,0.7963722681512565,1.4761364950028921,0.38840643545429554,3.0511698795706286,0,Genetic
0.06,0.05,4.0,2659,0.9973898637285971,0.003952063654143214,0.9192371173400552,1.670639674105196,0.39331437592997087,3.5068818132781563,1,None
0.06,0.05,4.0,2660,2.3610064814881186e-10,0.066,0.8232452958102665,1.5157938633110666,0.3899899642565491,3.1371928735198864,0,Genetic
0.06,0.05,4.0,2661,3.611477005877908e-06,0.066,0.847612501957811,1.5712534406615755,0.38436639206859635,3.32795109458257,0,Genetic
0.06,0.05,4.0,2662,0.00438515777595242,0.06599999997681492,0.8652146584544509,1.5883292843376922,0.38731820195018735,3.3451511378559613,0,Genetic
0.06,0.05,4.0,2663,0.16399326841447645,0.06595465059149412,0.8844470386403338,1.6075209937877444,0.3799799298688173,3.465217262507791,0,Genetic
0.06,0.05,4.0,2664,2.029591360208934e-07,0.066,0.7993600668697195,1.4559682817399269,0.37136664060491176,3.132375021141675,0,Genetic
0.06,0.05,4.0,2665,0.015894702297207883,0.06599999599799955,0.8050805741982067,1.4662121790200517,0.38889426443059527,3.009176433346912,0,Genetic
0.06,0.05,4.0,2666,0.04958926367835868,0.06599962084378441,0.8762258224112629,1.5974539379825554,0.3788003095496502,3.4328285062572585,0,Genetic
0.06,0.05,4.0,2667,0.2356911271118325,0.06580651804191015,0.8563643323551852,1.5493638830388718,0.37969253745332654,3.324116382823205,0,Genetic
0.06,0.05,4.0,2668,0.15831360647949644,0.06596061412385786,0.8400179543537587,1.5313501356103145,0.38549490466158226,3.201655080616313,0,Genetic
0.06,0.05,4.0,2669,0.0015867762526573248,0.06599999999960252,0.912346158875901,1.6618023900956773,0.3725710520835478,3.684854427189982,0,Genetic
0.06,0.05,4.0,2670,0.9060115131107821,0.023752364570537164,0.8454957228211457,1.5439537718103105,0.3830063821576288,3.2715478493513253,1,None
0.06,0.05,4.0,2671,4.83520323910424e-13,0.066,0.8491033749314647,1.5509834429616498,0.3956955743383586,3.172412507995007,0,Genetic
0.06,0.05,4.0,2672,0.9997895177156016,0.0033527722925553124,0.8293510351991324,1.5175181624164469,0.37342257093123116,3.2712870552028597,1,None
0.06,0.05,4.0,2673,2.0524178434744458e-10,0.066,0.8352100427399497,1.5332189719412814,0.3750891737122666,3.3059623313167776,0,Genetic
0.06,0.05,4.0,2674,0.17852979209767297,0.06593630426729089,0.8409145563085514,1.5096381908174894,0.37865571403154685,3.2224118639671997,0,Genetic
0.06,0.05,4.0,2675,6.930450504035521e-11,0.066,0.8696731635046371,1.5760263452872483,0.3762224250418888,3.4213692750291544,0,Genetic
0.06,0.05,4.0,2676,2.752600008835967e-07,0.066,0.7673419069798748,1.3976040503674123,0.3896988948289037,2.8433310335631714,0,Genetic
0.06,0.05,4.0,2677,0.003127222339240913,0.06599999999400344,0.8806552042927762,1.5949960124331006,0.37984384233678314,3.4374806047122846,0,Genetic
0.06,0.05,4.0,2678,1.2252978778160917e-17,0.066,0.8863784706289042,1.601219339848431,0.3908162175420887,3.342925107877407,0,Genetic
0.06,0.05,4.0,2679,0.12667728629162794,0.06598385408931216,0.8412897472170722,1.5407268780456984,0.3671553470485534,3.3987948056339357,0,Genetic
0.06,0.05,4.0,2680,0.9973615988866432,0.003959096813912374,0.8284867867908535,1.5262531458745483,0.3868934522813057,3.1985894091840805,1,None
0.06,0.05,4.0,2681,0.9934555133314271,0.00492531468026707,0.8746601984261005,1.5788399761591598,0.3933032862991169,3.277397929914792,1,None
0.06,0.05,4.0,2682,0.933068377166041,0.018475076720625407,0.8467888941183249,1.5536379789951436,0.3796973524289348,3.341160925457608,1,None
0.06,0.05,4.0,2683,0.00024247745373602952,0.06599999999999978,0.891257051204461,1.6235385138458656,0.3864982120001601,3.451034149839092,0,Genetic
0.06,0.05,4.0,2684,0.027616009265227896,0.06599996353206099,0.8334876381638856,1.5238213903821025,0.37564471201212163,3.286858554022604,0,Genetic
0.06,0.05,4.0,2685,1.1378354921621642e-06,0.066,0.9113149796017607,1.66600090008362,0.38022052252031097,3.615793309043723,0,Genetic
0.06,0.05,4.0,2686,4.886964828479059e-13,0.066,0.814282747062011,1.4805452203656153,0.38624457469609264,3.077983396580793,0,Genetic
0.06,0.05,4.0,2687,9.248488936867772e-09,0.066,0.8507125929398375,1.5711945250406107,0.37486083279947496,3.4157190325882585,0,Genetic
0.06,0.05,4.0,2688,0.003538088368385134,0.06599999999017479,0.8933597880230447,1.627226596031555,0.387301801786976,3.4443920249379048,0,Genetic
0.06,0.05,4.0,2689,1.176985445304323e-10,0.066,0.8517337852998146,1.5654164934481902,0.37567211022241537,3.396765722307543,0,Genetic
0.06,0.05,4.0,2690,0.0021461932473812537,0.06599999999866972,0.8349271102087186,1.529833730185086,0.39659587270598345,3.1179231394332687,0,Genetic
0.06,0.05,4.0,2691,0.04641129239493036,0.06599970908762923,0.9108068645985781,1.6459221808915256,0.37880684541671955,3.5803628523767594,0,Genetic
0.06,0.05,4.0,2692,0.9628054556389494,0.012120729020551403,0.8869407336788164,1.6208282407132846,0.39340554480607676,3.3749991252747846,1,None
0.06,0.05,4.0,2693,3.821774887153828e-06,0.066,0.9084924287267561,1.6609647578559787,0.3816934882972408,3.582688568240145,0,Genetic
0.06,0.05,4.0,2694,0.8574985060011373,0.03209989611711047,0.8568164834268175,1.5383187702194525,0.3751977751097569,3.320692552621187,1,None
0.06,0.05,4.0,2695,6.420514480834057e-05,0.066,0.8570355696681536,1.5739104250504383,0.3744590866885317,3.4340799662346404,0,Genetic
0.06,0.05,4.0,2696,0.828846026179282,0.036408772604387324,0.8157418549058153,1.499942629428635,0.3686088382463647,3.2894845362736365,1,None
0.06,0.05,4.0,2697,0.8524322363268529,0.03289397788031635,0.887138571336068,1.6095427473721198,0.39034838587864307,3.3730172233487274,1,None
0.06,0.05,4.0,2698,0.789459268067322,0.041645094359262794,0.9051706040699287,1.6171617881210634,0.3883335683544884,3.417485377758429,1,None
0.06,0.05,4.0,2699,0.0032827027659370063,0.06599999999271897,0.8842748802720358,1.6271347284763544,0.3821203821567359,3.492744360448234,0,Genetic
0.06,0.05,4.0,2700,2.8155693035514427e-13,0.066,0.8482317802950272,1.542773979833756,0.38615300162011623,3.2433157453366395,0,Genetic
0.06,0.05,4.0,2701,0.013971117427057951,0.06599999761113222,0.9352839758358328,1.7230801685380057,0.37272827118272317,3.8463972699824303,0,Genetic
0.06,0.05,4.0,2702,0.9775810414104996,0.008736403215382398,0.8668274916001214,1.5829993013489627,0.3733673993700435,3.448911673863264,1,None
0.06,0.05,4.0,2703,0.7276553038564649,0.04842196447509342,0.842058105824335,1.542394766427027,0.37322935748675196,3.3596625539857228,1,None
0.06,0.05,4.0,2704,0.9917625369789727,0.005340568273209613,0.8793017300135392,1.5881031994899397,0.38402060522842224,3.384209685145474,1,None
0.06,0.05,4.0,2705,6.976580136435266e-11,0.066,0.8545956577518903,1.5629216395482226,0.3762155605881695,3.3797647938009674,0,Genetic
0.06,0.05,4.0,2706,0.003547716346861242,0.0659999999900674,0.8409883501095772,1.542106869392132,0.3822830584369707,3.268043548720787,0,Genetic
0.06,0.05,4.0,2707,0.1605848645533022,0.06595830480783069,0.8753406208497464,1.6022821626509094,0.38264167329374565,3.416062263993074,0,Genetic
0.06,0.05,4.0,2708,0.46672933167615344,0.06302471946496131,0.8430849102724893,1.5313266337748095,0.3878428977602572,3.186912214059471,0,Genetic
0.06,0.05,4.0,2709,0.3441267164314827,0.06512069184061675,0.831906554516165,1.5178047364372982,0.389764882594469,3.1567700349183583,0,Genetic
0.06,0.05,4.0,2710,0.004474091526325188,0.06599999997487611,0.8728343935853143,1.5758855735768895,0.3700132203414936,3.469071665748238,0,Genetic
0.06,0.05,4.0,2711,0.0005030528109131769,0.06599999999999599,0.801467256918826,1.4515938978914735,0.3869324767655796,3.02397563922642,0,Genetic
0.06,0.05,4.0,2712,0.8136761714471552,0.038516380187934365,0.8649793123122308,1.5619608594866226,0.38694033123925153,3.273987992499712,1,None
0.06,0.05,4.0,2713,0.40062641291833134,0.06438480167736882,0.9152054641919997,1.6491537074541431,0.38278068924648745,3.5498523473915733,0,Genetic
0.06,0.05,4.0,2714,0.04046112428623931,0.06599983195742574,0.8238656689166007,1.5191542679076708,0.37524764398175336,3.2750977361862135,0,Genetic
0.06,0.05,4.0,2715,0.00562389185877882,0.06599999993727865,0.8198806860934889,1.490760092136366,0.3720844464437883,3.2234775399373587,0,Genetic
0.06,0.05,4.0,2716,0.09068171035998604,0.06599576019041728,0.8234165403803154,1.4935240317187233,0.375509424059465,3.1990182354726007,0,Genetic
0.06,0.05,4.0,2717,5.85298415875787e-09,0.066,0.8338485593799837,1.5260488217589419,0.3767182206273801,3.2777482736372554,0,Genetic
0.06,0.05,4.0,2718,0.6682930453085146,0.053493513829155834,0.9104495877411467,1.6580473259204895,0.3833403672613396,3.568765300202132,0,Genetic
0.06,0.05,4.0,2719,6.122691618710513e-11,0.066,0.8277840211689623,1.5472379476828808,0.37635051990327323,3.334588867195246,0,Genetic
0.06,0.05,4.0,2720,1.5003367282901427e-08,0.066,0.8389147518241108,1.5198465750072774,0.3846160109350405,3.193913209006632,0,Genetic
0.06,0.05,4.0,2721,0.8648563697612662,0.030921299665024424,0.7979522704751253,1.4479954677360256,0.37329040761547627,3.1092304803924855,1,None
0.06,0.05,4.0,2722,0.2295087946093392,0.06582603380326396,0.8953374573545714,1.6232868482484049,0.3738236515114145,3.5668605427140303,0,Genetic
0.06,0.05,4.0,2723,6.377460323775748e-05,0.066,0.904294859813777,1.6384999481778881,0.3808514974955467,3.5470238712972497,0,Genetic
0.06,0.05,4.0,2724,0.053523547910749404,0.06599948542685652,0.8453535486432959,1.5385323256727381,0.3812773589654511,3.272438157679413,0,Genetic
