base_error,width,power,trial,reson_factor,eff_error,mem_stab,cycle_score,T_int,I,success,fail_reason
0.06,0.05,4.0,59,0.7051012595738203,0.05050207685800636,0.8896970960630184,1.6087565383577593,0.3935526626346636,3.3533141920245573,0,Genetic
0.06,0.05,4.0,60,0.007058450816370045,0.06599999984436578,0.8847719622864998,1.6115874585717571,0.37014534150730977,3.5717293793212983,0,Genetic
0.06,0.05,4.0,61,0.039761450171938544,0.06599984328289411,0.8374191058069229,1.5117709730917295,0.38391922402951967,3.191736395270809,0,Genetic
0.06,0.05,4.0,62,0.2879173965816822,0.06556913703324846,0.8888235527869843,1.5983722221013272,0.37397896665988395,3.504200558936868,0,Genetic
0.06,0.05,4.0,63,0.009046755223752164,0.06599999958001006,0.8714521592336576,1.6025779635612167,0.3741441498877721,3.5136143510891404,0,Genetic
0.06,0.05,4.0,64,0.004305586509130099,0.06599999997845252,0.8186560777332093,1.4764738952890566,0.37740655985763133,3.146552206059382,0,Genetic
0.06,0.05,4.0,65,0.14533003003394157,0.06597203022362844,0.9042372697075051,1.6192106362571337,0.38655146270393154,3.442169252206123,0,Genetic
0.06,0.05,4.0,66,0.5751202459330372,0.05914034670142723,0.8686640981171547,1.5872967363411774,0.38893323989435286,3.32822808009077,0,Genetic
0.06,0.05,4.0,67,0.9489504002924865,0.01515577942217116,0.8433538012421734,1.5555985614021453,0.3733412280576181,3.384389198733688,1,None
0.06,0.05,4.0,68,3.5365097678396207e-07,0.066,0.8414860805182325,1.5257533960988316,0.38447770446240553,3.209384830063303,0,Genetic
0.06,0.05,4.0,69,0.1191418949696447,0.06598736644561705,0.9326137610558984,1.6967727270668371,0.37293084941486404,3.7659252737655806,0,Genetic
0.06,0.05,4.0,70,0.5452901615854053,0.06045657483821084,0.861975536580343,1.5938775514746302,0.39069115810078225,3.331472633540376,0,Genetic
0.06,0.05,4.0,71,0.014921341644362538,0.06599999689187099,0.8586627809771911,1.55594603613561,0.3727335932691205,3.3975091364167667,0,Genetic
0.06,0.05,4.0,72,1.5084640508269242e-07,0.066,0.8657305239644041,1.5784554466474345,0.37557260027131856,3.4216777919699424,0,Genetic
0.06,0.05,4.0,73,0.0003767970349601177,0.06599999999999874,0.8262667912522453,1.4977047495412652,0.3795479133482587,3.1910981711448354,0,Genetic
0.06,0.05,4.0,74,0.9899061830358002,0.00579345737896858,0.764897438288926,1.3877861428354472,0.3932959849744096,2.783805881697138,1,None
0.06,0.05,4.0,75,0.136210944785659,0.06597841681357326,0.8630175498570052,1.5734558659138864,0.37416031785512305,3.418810558842299,0,Genetic
0.06,0.05,4.0,76,0.014728140759110156,0.0659999970497471,0.8843514262539662,1.6212992457457334,0.3680818216044616,3.6192294451911384,0,Genetic
0.06,0.05,4.0,77,0.002706218433748368,0.06599999999663707,0.9650714547531634,1.7377656295005963,0.392433701725496,3.6807688855558975,0,Genetic
0.06,0.05,4.0,78,0.5068291805109475,0.06186272883874941,0.8684279371477787,1.5893478324014325,0.37792269609615303,3.4356480683304516,0,Genetic
0.06,0.05,4.0,79,0.00015571962889846983,0.06599999999999996,0.8736976382862075,1.5856608730367305,0.38001230224033217,3.400171674752236,0,Genetic
0.06,0.05,4.0,80,0.615557331795637,0.05699794680884602,0.8493555185677536,1.544069012242754,0.3762864118500488,3.3236383668877494,0,Genetic
0.06,0.05,4.0,81,4.082340689987143e-09,0.066,0.8769406032001528,1.5916400110170335,0.3849404008703341,3.3698976613559113,0,Genetic
0.06,0.05,4.0,82,0.5573495462755321,0.05994968273748339,0.8618997193153561,1.5580629246729303,0.38338606519707097,3.3022748667949062,0,Genetic
0.06,0.05,4.0,83,0.043881636219237435,0.06599976751293653,0.8604680214284159,1.5673044377220806,0.3887974931360917,3.2917103860181425,0,Genetic
0.06,0.05,4.0,84,0.02767663441081754,0.06599996321077416,0.8968864172343857,1.6078295034678025,0.38119560775518385,3.455542400022081,0,Genetic
0.06,0.05,4.0,85,2.092762566766642e-09,0.066,0.8810823288116606,1.5849552266829319,0.3847672543983563,3.358452033041623,0,Genetic
0.06,0.05,4.0,86,1.5756251331322962e-08,0.066,0.794201666600421,1.46770338451207,0.3897955989095986,3.0107949970900463,0,Genetic
0.06,0.05,4.0,87,0.9129575997138679,0.022441795104085522,0.8445465048590209,1.5497247086305634,0.3947713988812142,3.1926880884391533,1,None
0.06,0.05,4.0,88,0.10982455805852237,0.06599087851815492,0.8169782458212006,1.5120177935635675,0.37769624484020176,3.231927814448298,0,Genetic
0.06,0.05,4.0,89,0.2091236523950055,0.06588008316369057,0.8411958691095827,1.549180375505424,0.3835574970985959,3.2731647899108487,0,Genetic
